feed_flow_m3_h,feed_temp_C,reflux_ratio_LD,reboiler_steam_t_h,top_pressure_bar_a,top_temp_C,bottoms_temp_C,purity_lab_pct_vv
12.05,87.75,3.06,1.53,1.151,77.9,101.12,93.51
12.11,86.33,2.42,2.38,1.148,78.0,101.43,94.18
11.68,87.09,2.94,1.62,1.141,77.97,101.56,93.66
11.98,87.59,2.74,2.02,1.149,78.05,101.55,94.03
12.97,85.76,2.66,2.3,1.154,78.13,101.79,94.24
10.98,85.26,2.26,1.56,1.106,77.6,100.32,93.19
12.16,86.62,2.58,2.79,1.175,78.16,102.4,94.55
11.46,84.99,3.7,2.86,1.193,78.62,103.61,95.44
12.11,86.76,2.32,2.98,1.157,78.25,102.51,94.24
12.5,88.34,3.51,3.02,1.183,78.58,103.32,94.97
11.97,87.78,3.36,1.97,1.153,78.29,102.19,94.34
12.46,85.06,2.99,2.29,1.153,78.17,101.83,94.67
11.05,83.08,2.26,2.47,1.146,78.1,101.71,94.58
12.66,85.78,2.62,3.21,1.167,78.48,102.88,94.57
11.64,85.62,3.27,2.96,1.186,78.52,103.14,95.18
12.37,88.33,2.25,2.78,1.156,78.11,102.23,93.84
12.11,85.06,3.48,2.33,1.166,78.41,102.41,94.87
10.45,85.44,2.6,2.38,1.174,78.13,102.29,94.69
11.55,87.51,3.08,2.28,1.16,78.26,102.37,94.63
12.13,84.85,2.71,2.7,1.167,78.17,102.52,94.87
12.93,85.55,3.63,1.98,1.167,78.31,102.55,94.75
12.17,89.66,3.61,1.6,1.154,78.27,101.85,93.69
12.15,89.17,3.3,2.12,1.169,78.2,102.17,94.11
11.15,87.28,3.04,2.14,1.17,78.16,102.31,94.46
12.86,86.49,2.33,1.8,1.128,77.8,100.95,93.44
13.08,83.77,3.78,2.25,1.169,78.48,103.03,95.09
12.02,87.12,3.72,2.44,1.187,78.29,103.01,94.78
11.87,86.02,3.64,2.3,1.154,78.51,103.08,94.88
11.03,86.38,3.79,2.36,1.182,78.49,103.25,95.1
12.53,84.76,2.61,1.82,1.135,77.89,100.93,94.03
13.62,85.87,2.32,1.7,1.129,77.8,101.32,93.4
12.43,85.49,3.29,2.15,1.148,78.32,102.6,94.68
12.76,86.59,3.6,1.86,1.158,78.25,102.52,94.23
12.33,89.03,3.69,1.84,1.154,78.3,102.48,94.2
11.41,86.69,2.63,2.11,1.14,78.11,101.61,94.37
12.8,82.26,2.62,2.25,1.154,78.07,101.98,94.89
11.26,83.77,3.48,1.63,1.151,78.17,102.59,94.51
11.87,82.42,2.59,1.6,1.124,77.95,100.96,94.21
12.17,84.15,3.44,1.72,1.166,78.17,101.71,94.42
12.53,87.12,3.02,3.06,1.181,78.41,103.1,94.77
12.25,86.78,2.71,1.71,1.115,77.96,101.25,93.51
12.23,84.58,2.63,3.19,1.165,78.55,103.1,94.99
11.54,86.48,2.35,3.06,1.168,78.23,102.11,94.38
11.23,84.23,2.39,1.79,1.134,77.87,100.9,93.87
12.04,82.78,3.44,2.65,1.182,78.48,102.98,95.52
11.57,82.81,2.71,2.76,1.168,78.33,102.7,95.06
11.22,84.01,2.44,3.09,1.158,78.26,102.82,94.79
11.24,89.01,3.12,3.2,1.186,78.54,103.42,94.77
11.71,82.95,3.15,2.53,1.158,78.47,102.9,95.34
10.89,88.62,3.57,2.55,1.172,78.51,103.11,94.82
11.19,88.81,2.34,2.6,1.142,78.05,101.91,93.73
11.02,85.49,2.67,2.65,1.152,78.27,101.69,94.71
12.11,85.78,3.8,2.6,1.184,78.54,103.13,95.14
12.24,84.55,3.53,2.14,1.165,78.42,102.28,94.95
13.2,85.84,2.22,1.58,1.112,77.58,100.71,93.12
11.1,87.34,2.23,1.89,1.139,77.83,100.98,93.15
11.59,85.91,2.63,2.08,1.139,78.08,101.31,94.26
12.55,88.08,3.25,2.85,1.195,78.35,103.1,94.77
11.87,88.49,3.43,2.85,1.195,78.45,103.25,94.75
11.8,86.64,3.57,2.8,1.175,78.57,103.45,95.09
13.03,86.61,2.93,2.24,1.164,78.16,101.93,94.37
11.8,85.75,2.33,1.52,1.107,77.7,100.45,93.24
11.31,86.65,3.57,1.77,1.172,78.21,102.48,94.3
11.21,83.44,3.58,2.22,1.174,78.23,102.64,95.21
12.2,86.78,2.3,2.99,1.151,78.15,102.54,94.2
12.18,86.34,3.07,3.17,1.163,78.65,103.05,95.09
11.18,83.99,3.01,1.97,1.146,78.03,101.78,94.73
11.41,90.61,2.84,2.69,1.152,78.31,102.4,94.04
12.32,83.75,3.69,2.47,1.191,78.45,102.85,95.42
12.35,83.98,2.94,2.45,1.149,78.29,102.49,94.94
11.61,86.5,3.69,2.16,1.17,78.38,102.41,94.73
12.37,81.63,2.3,2.21,1.143,77.98,101.44,94.41
12.34,84.15,3.24,3.0,1.184,78.6,102.71,95.37
10.93,82.54,3.71,2.74,1.191,78.58,103.6,95.9
11.81,83.76,3.5,2.96,1.187,78.44,103.48,95.54
12.25,85.59,3.49,2.58,1.186,78.39,103.31,95.02
11.66,86.59,2.21,1.72,1.114,77.87,101.24,93.28
10.72,88.31,3.79,2.7,1.195,78.65,103.29,94.92
11.83,87.65,2.42,3.14,1.156,78.29,102.58,94.27
12.45,88.48,2.34,2.47,1.149,77.93,101.4,93.78
12.95,87.17,2.82,2.02,1.135,77.99,101.58,94.08
10.69,84.85,2.58,1.66,1.128,78.01,101.05,93.84
13.57,88.33,2.8,1.68,1.142,78.02,101.3,93.29
11.32,84.81,3.2,2.08,1.169,78.27,102.35,94.95
12.57,84.53,3.62,2.83,1.171,78.43,103.56,95.42
12.74,89.24,3.45,1.67,1.144,78.01,102.17,93.55
12.59,87.61,3.76,2.54,1.174,78.46,103.07,94.85
12.09,86.36,3.07,2.71,1.184,78.25,102.78,94.96
11.3,87.53,2.5,2.35,1.139,78.07,101.48,93.9
12.38,87.81,2.4,3.15,1.174,78.21,102.52,94.3
11.57,82.89,3.0,1.74,1.138,78.04,100.87,94.55
10.49,85.67,3.75,2.55,1.17,78.49,103.22,95.44
13.7,83.29,3.41,2.95,1.188,78.49,103.37,95.58
12.42,86.15,3.31,2.3,1.155,78.34,102.4,94.74
13.09,84.4,2.65,1.59,1.137,77.88,100.93,93.89
11.45,88.86,3.2,1.7,1.155,78.06,101.28,93.8
12.88,87.02,2.79,3.1,1.189,78.37,102.74,94.61
12.95,84.09,2.51,3.19,1.161,78.35,102.57,94.89
12.93,85.84,2.42,3.15,1.183,78.16,102.64,94.44
11.99,83.22,3.77,2.45,1.191,78.32,103.27,95.6
11.28,85.97,2.7,3.15,1.157,78.34,102.76,94.69
11.89,87.08,2.7,2.1,1.167,78.05,101.63,94.05
10.68,86.46,3.11,1.76,1.162,78.18,101.77,93.93
10.98,81.64,2.93,1.75,1.131,78.01,101.27,94.82
12.06,85.14,2.92,3.13,1.183,78.38,103.33,94.88
11.41,87.0,3.36,2.84,1.169,78.45,103.7,94.88
11.9,86.55,2.88,3.11,1.177,78.33,103.1,94.86
11.93,88.42,2.41,1.8,1.132,77.84,100.91,93.2
13.16,83.05,2.39,2.24,1.147,77.98,101.55,94.41
12.78,87.03,2.3,2.77,1.146,78.14,102.31,93.95
11.97,84.44,2.49,2.74,1.158,78.21,102.5,94.66
12.73,86.3,3.1,2.75,1.164,78.46,102.47,94.69
11.53,86.77,3.32,2.92,1.187,78.55,103.31,95.05
11.8,87.39,2.97,2.53,1.17,78.17,102.24,94.62
12.55,84.61,2.6,2.4,1.152,78.17,101.8,94.65
11.26,86.28,2.34,3.22,1.179,78.23,102.65,94.43
11.83,83.31,3.69,1.63,1.164,78.2,102.26,94.77
11.21,82.77,2.22,2.21,1.14,77.93,101.23,94.42
12.07,87.1,3.04,2.36,1.173,78.36,102.1,94.61
12.98,85.75,2.74,2.62,1.149,78.22,102.25,94.66
11.55,82.31,2.84,2.23,1.152,78.11,101.7,95.08
12.14,84.0,2.25,2.57,1.13,78.04,102.18,94.34
11.46,85.92,2.33,3.04,1.162,78.31,101.98,94.17
11.31,89.29,2.96,2.14,1.148,78.15,102.12,94.04
11.26,88.17,3.26,3.09,1.195,78.52,103.39,94.82
12.87,87.63,2.47,2.22,1.139,78.07,101.57,94.01
13.42,81.95,2.83,2.15,1.144,78.26,101.59,94.77
12.29,85.66,3.51,1.65,1.152,78.25,101.84,94.3
11.57,86.92,2.39,2.53,1.148,78.2,101.75,94.03
12.42,86.74,3.11,2.52,1.172,78.26,102.43,94.7
11.8,86.79,3.42,3.09,1.182,78.58,103.47,95.02
12.48,85.36,2.84,2.09,1.134,78.08,101.81,94.45
12.17,89.74,3.56,1.94,1.146,78.11,102.24,93.96
12.17,89.12,3.6,2.77,1.198,78.67,103.46,94.76
12.36,85.67,3.55,2.65,1.169,78.37,103.34,95.16
11.65,83.72,2.37,2.79,1.152,78.2,101.98,94.77
11.76,90.39,2.99,1.83,1.134,77.93,101.83,93.59
10.97,84.66,2.36,1.97,1.142,77.9,101.18,94.08
11.73,88.5,2.4,1.74,1.122,77.89,100.81,93.13
11.15,90.07,3.79,2.51,1.196,78.54,103.35,94.62
11.91,83.8,3.11,1.61,1.135,77.92,101.78,94.27
11.43,86.51,2.39,2.89,1.163,78.16,102.16,94.39
12.06,85.11,3.11,2.52,1.175,78.38,102.1,94.95
12.27,87.0,3.41,2.96,1.196,78.54,103.56,94.94
11.15,86.58,3.34,1.52,1.133,78.04,101.89,93.57
11.51,90.15,3.07,3.0,1.176,78.53,102.79,94.44
11.43,87.17,3.03,2.44,1.162,78.05,102.35,94.47
12.45,85.85,2.24,2.42,1.125,78.03,101.67,94.07
13.02,88.35,3.1,3.15,1.192,78.61,102.68,94.82
12.51,85.27,3.62,1.61,1.158,78.29,102.22,94.12
11.79,85.07,2.43,2.19,1.146,78.04,101.66,94.29
12.88,90.79,3.45,1.8,1.142,78.1,102.27,93.54
11.09,84.07,3.44,2.57,1.178,78.49,103.31,95.42
12.9,84.8,3.6,2.12,1.172,78.46,102.33,94.8
11.61,85.97,2.84,1.61,1.145,77.86,101.47,93.78
10.33,83.55,3.03,2.89,1.17,78.35,103.47,95.45
13.59,81.23,3.02,2.44,1.169,78.24,101.81,95.56
12.95,88.19,3.66,2.88,1.21,78.56,103.44,95.05
11.38,84.14,2.7,3.2,1.172,78.25,103.09,95.16
12.1,84.68,3.36,2.04,1.156,78.03,102.08,94.77
11.87,85.05,2.54,2.72,1.155,78.09,101.74,94.86
12.06,83.71,3.01,2.58,1.152,78.24,102.6,95.16
11.11,83.51,2.41,2.88,1.156,78.25,102.29,94.86
11.59,86.22,3.58,2.26,1.187,78.31,102.54,94.87
12.28,91.15,2.69,3.25,1.168,78.44,103.02,94.0
12.13,87.49,3.76,1.72,1.159,78.33,102.53,94.19
12.72,87.51,3.06,2.29,1.171,78.44,102.49,94.33
12.05,82.56,2.65,2.43,1.159,78.2,102.09,94.99
13.41,85.82,3.27,2.16,1.163,78.15,101.99,94.8
11.57,83.27,2.69,3.05,1.168,78.44,102.66,95.36
12.16,87.57,3.25,2.05,1.157,78.18,101.59,94.34
10.85,85.37,2.45,2.19,1.142,78.02,101.24,94.26
11.25,85.95,2.54,2.59,1.162,78.23,102.09,94.45
12.8,85.68,2.21,3.13,1.163,78.3,102.47,94.36
11.43,84.59,3.71,1.89,1.174,78.16,102.43,94.77
12.32,82.52,2.75,2.04,1.127,77.94,101.63,94.77
11.96,87.15,2.5,2.73,1.166,78.21,101.68,94.23
11.37,82.83,2.8,1.51,1.126,77.92,100.75,94.04
11.79,83.27,2.55,2.69,1.158,78.36,101.89,94.95
11.69,85.22,3.32,1.53,1.141,78.08,101.48,94.06
11.71,84.32,3.08,2.65,1.176,78.31,102.52,95.12
12.45,86.45,3.22,2.67,1.173,78.35,103.38,94.88
12.39,88.09,3.45,2.1,1.17,78.21,102.66,94.35
11.65,86.42,3.56,2.29,1.164,78.26,102.49,94.81
11.46,86.3,2.3,2.67,1.153,78.01,101.73,94.12
12.17,85.92,2.75,2.64,1.174,78.19,102.18,94.64
11.94,87.76,2.8,2.4,1.167,78.17,101.94,94.34
12.62,81.81,3.09,2.77,1.17,78.32,102.68,95.69
13.59,86.68,2.67,2.71,1.163,78.23,101.8,94.45
12.51,83.82,2.57,2.92,1.162,78.25,102.75,94.9
11.98,83.16,2.57,1.63,1.128,77.82,101.14,94.0
11.9,85.88,2.26,2.58,1.148,78.03,101.91,94.32
11.49,85.02,2.72,2.53,1.17,78.21,102.19,94.84
11.46,87.15,2.7,2.29,1.156,78.1,101.98,94.15
11.4,88.29,2.27,3.21,1.18,78.07,102.39,94.01
11.76,80.75,3.01,2.83,1.189,78.4,102.3,95.72
11.74,85.71,3.69,1.84,1.15,78.25,102.38,94.52
12.45,90.18,2.81,3.1,1.179,78.36,102.91,94.01
11.76,87.78,3.03,3.12,1.178,78.49,102.82,94.75
11.88,89.05,3.26,1.62,1.13,77.98,101.1,93.41
11.27,86.09,3.64,1.83,1.151,78.24,102.58,94.44
12.99,82.71,2.45,2.16,1.136,77.91,101.21,94.67
12.3,83.4,2.53,1.75,1.148,77.92,101.02,94.18
13.07,87.44,3.22,3.14,1.188,78.57,103.19,94.77
12.48,87.98,2.62,2.17,1.144,77.92,102.07,93.79
12.89,84.26,3.23,2.04,1.157,78.12,101.74,94.68
11.85,85.28,2.99,3.14,1.174,78.53,103.4,94.95
12.43,86.45,2.39,2.46,1.15,78.09,101.11,94.02
13.62,82.02,2.54,2.89,1.163,78.27,102.62,95.09
11.27,85.1,2.53,2.96,1.149,78.19,102.33,94.66
12.71,89.43,2.84,3.18,1.174,78.39,102.46,94.4
13.02,90.68,2.78,2.39,1.189,78.17,102.07,93.73
12.25,85.63,2.37,2.0,1.141,77.92,101.17,93.8
12.46,89.9,2.86,3.11,1.177,78.43,102.56,94.43
12.77,84.72,3.14,2.96,1.187,78.39,103.16,95.28
11.6,84.09,3.57,1.66,1.145,78.13,102.01,94.55
12.25,80.95,2.7,3.0,1.172,78.3,102.8,95.72
11.47,87.98,3.41,2.52,1.183,78.3,102.49,94.82
11.59,85.05,2.85,2.4,1.142,78.09,101.94,94.7
11.62,91.02,2.22,1.73,1.116,77.7,100.49,92.55
11.91,86.6,2.77,1.75,1.134,77.82,101.34,93.76
12.09,86.29,2.57,2.95,1.163,78.32,102.35,94.42
12.28,81.9,3.43,2.82,1.178,78.56,102.95,95.96
11.13,89.17,3.11,3.16,1.188,78.59,103.62,94.76
13.22,85.07,2.57,2.62,1.167,78.11,101.97,94.44
12.71,85.52,2.87,3.2,1.184,78.4,103.35,95.02
12.45,81.02,2.75,1.93,1.152,78.01,101.71,94.72
11.78,87.91,3.43,2.96,1.198,78.51,103.19,94.99
11.95,88.05,3.35,2.91,1.178,78.48,102.77,94.8
12.34,84.54,2.51,2.59,1.157,78.12,102.06,94.59
12.25,86.08,3.06,3.14,1.18,78.37,103.37,95.14
10.97,86.74,2.84,1.94,1.151,78.12,101.89,94.12
12.46,87.99,2.69,2.42,1.151,78.03,102.1,94.11
13.79,86.1,3.77,2.76,1.189,78.46,103.6,95.21
10.86,89.66,3.35,2.34,1.185,78.38,102.42,94.29
12.61,85.34,2.83,3.18,1.177,78.36,102.83,95.06
12.23,84.54,2.92,1.73,1.125,78.06,102.25,94.2
11.93,84.85,3.45,1.86,1.159,78.21,102.42,94.7
12.84,80.29,2.82,2.6,1.165,78.27,102.01,95.62
11.27,84.1,3.53,1.51,1.145,78.05,101.89,94.39
12.1,88.09,3.24,1.75,1.15,77.97,101.9,93.76
12.9,86.46,3.21,2.59,1.182,78.26,102.27,94.99
11.88,84.08,3.03,2.27,1.153,78.2,102.09,94.92
11.74,86.65,3.07,3.22,1.184,78.52,103.44,95.15
12.07,81.44,2.76,2.35,1.147,78.04,102.41,95.16
11.73,85.25,2.44,2.2,1.145,77.9,101.9,94.17
12.95,87.03,2.28,3.14,1.163,78.19,102.32,94.11
11.44,87.41,2.75,3.19,1.168,78.41,102.86,94.75
12.54,84.18,2.42,2.69,1.153,78.18,101.92,94.58
11.23,87.89,3.16,2.69,1.191,78.45,102.85,94.73
12.41,89.99,3.47,1.63,1.135,78.08,102.11,93.33
11.94,84.94,3.38,1.55,1.133,78.16,101.44,94.1
10.41,87.51,2.68,3.03,1.174,78.4,102.64,94.6
12.0,82.45,3.11,3.18,1.172,78.64,103.15,95.64
11.34,81.56,3.58,2.26,1.191,78.29,102.53,95.44
11.73,87.23,2.65,1.87,1.123,77.98,101.2,93.81
12.95,85.98,2.27,2.79,1.141,78.22,102.46,94.09
11.31,86.32,3.49,1.59,1.146,77.96,102.3,94.24
11.35,84.6,2.99,3.0,1.188,78.5,103.33,95.2
12.89,85.24,3.22,2.25,1.171,78.27,101.93,95.01
12.07,87.67,3.72,2.26,1.181,78.47,102.94,94.72
12.95,89.66,2.7,2.4,1.157,78.15,102.59,93.88
12.2,85.41,2.75,2.21,1.163,78.17,101.93,94.41
11.46,82.25,3.0,1.64,1.122,77.93,101.24,94.52
11.96,88.69,3.17,2.55,1.172,78.29,102.78,94.5
12.76,87.21,3.34,1.94,1.171,78.23,102.04,94.06
12.58,87.39,2.27,2.77,1.143,78.19,101.88,94.06
12.0,86.29,2.79,2.58,1.164,78.12,102.35,94.49
12.03,91.0,2.63,2.13,1.157,78.12,101.73,93.37
11.93,86.05,2.62,2.39,1.164,78.2,101.85,94.13
11.64,87.02,3.24,1.92,1.153,78.22,101.98,94.31
13.19,81.81,2.71,2.33,1.17,78.06,101.66,95.11
12.0,84.61,3.31,2.16,1.167,78.34,102.33,94.94
11.3,84.38,2.3,2.43,1.155,78.07,101.8,94.41
11.71,85.82,2.93,3.29,1.174,78.58,103.27,95.0
12.45,86.65,3.13,1.58,1.134,77.98,101.44,93.79
12.4,84.24,3.23,1.65,1.139,78.01,101.3,94.43
11.92,89.7,2.8,1.56,1.15,77.82,101.41,93.02
11.59,83.54,3.16,1.81,1.126,78.03,101.49,94.7
12.01,84.9,3.71,1.85,1.146,78.32,102.56,94.76
10.97,86.41,3.03,2.34,1.168,78.15,102.16,94.64
11.2,83.13,2.82,2.85,1.171,78.28,102.83,95.32
12.49,87.14,2.5,2.14,1.113,78.01,101.75,93.9
11.7,87.28,2.29,2.27,1.136,77.95,101.35,93.72
12.23,85.24,2.51,3.16,1.167,78.18,101.89,94.95
12.75,90.09,2.92,1.9,1.157,77.98,101.13,93.46
12.4,86.07,2.64,1.82,1.118,77.89,101.02,94.01
12.01,86.51,2.34,1.6,1.117,77.88,100.47,93.28
13.31,83.77,3.35,1.69,1.16,78.14,101.91,94.26
12.41,82.2,3.66,1.82,1.169,78.15,102.8,95.07
11.78,84.5,3.47,2.58,1.169,78.34,103.14,95.39
12.45,85.18,3.71,2.03,1.166,78.28,102.56,94.9
12.25,84.88,3.17,2.61,1.157,78.37,103.05,95.0
11.47,87.58,2.5,2.58,1.167,78.08,101.95,94.19
12.05,80.63,3.36,2.95,1.182,78.56,103.51,95.89
11.9,83.39,3.57,1.55,1.164,78.0,101.99,94.37
10.79,81.87,3.41,2.08,1.171,78.27,101.87,95.36
11.89,88.84,3.42,1.77,1.146,78.23,102.25,93.88
11.83,84.64,2.8,2.23,1.15,77.9,102.35,94.81
11.73,84.75,3.31,2.61,1.181,78.39,102.77,95.24
10.99,83.46,3.5,1.51,1.153,78.09,101.98,94.52
11.78,87.87,2.66,2.82,1.18,78.3,102.56,94.24
11.98,84.98,2.58,3.02,1.179,78.32,102.52,94.7
12.06,86.38,2.7,2.7,1.165,78.23,102.24,94.52
11.3,81.41,2.29,3.15,1.171,78.29,102.68,95.3
12.39,88.47,2.38,2.24,1.135,77.99,101.32,93.49
11.25,86.76,2.82,2.05,1.141,78.06,101.58,94.05
11.86,87.1,3.06,2.44,1.17,78.38,102.62,94.59
12.8,88.61,3.48,2.8,1.188,78.59,103.48,94.81
11.57,85.46,2.52,1.88,1.124,77.97,101.61,93.78
11.68,85.52,2.22,1.67,1.121,77.69,100.52,93.28
12.66,87.47,3.45,1.6,1.143,78.05,101.51,93.68
11.76,86.83,2.63,2.19,1.141,78.12,101.96,94.27
11.82,85.35,2.45,2.11,1.152,77.88,101.02,94.19
12.14,85.99,2.6,2.24,1.138,78.13,101.6,94.29
12.65,84.78,2.49,1.55,1.119,77.67,100.74,93.49
10.64,87.47,3.65,2.84,1.195,78.74,103.9,95.03
11.49,87.95,3.43,1.96,1.161,78.3,102.24,94.27
11.38,85.9,2.85,2.02,1.149,78.01,101.41,94.26
11.33,90.03,3.47,1.54,1.135,78.04,101.78,93.29
11.47,82.5,3.12,3.06,1.183,78.33,103.51,95.54
11.48,85.38,2.89,1.53,1.131,77.89,100.73,93.78
12.19,89.66,2.76,1.99,1.136,78.1,101.25,93.5
11.45,84.96,3.13,2.81,1.17,78.45,103.15,95.26
12.08,82.37,3.77,2.07,1.169,78.33,102.74,95.15
12.25,88.97,2.78,1.66,1.143,78.06,100.97,93.34
11.55,87.1,3.53,2.4,1.193,78.43,102.79,94.86
12.08,83.26,2.57,2.4,1.152,78.13,101.89,94.91
13.01,87.6,2.98,2.97,1.191,78.39,102.64,94.62
12.2,83.64,2.57,2.41,1.152,78.14,101.73,94.58
11.61,82.94,2.91,1.68,1.125,78.16,101.75,94.33
11.96,85.56,2.42,1.93,1.135,77.93,101.26,93.97
11.44,84.83,2.9,2.5,1.174,78.1,102.59,94.87
12.17,83.47,3.39,3.14,1.205,78.61,103.54,95.57
12.53,85.09,2.35,3.25,1.161,78.47,102.47,94.51
11.5,83.68,2.86,2.91,1.194,78.45,102.81,95.23
11.87,86.03,2.73,2.81,1.159,78.25,102.27,94.69
12.68,85.84,3.3,1.53,1.138,78.05,101.7,93.75
11.69,87.54,3.59,1.58,1.148,78.01,101.88,93.81
12.12,84.89,2.99,1.89,1.161,78.1,101.63,94.5
11.37,82.96,3.15,1.83,1.153,78.01,101.72,94.91
11.5,82.99,3.17,2.89,1.188,78.4,102.79,95.53
11.69,85.35,3.15,3.01,1.161,78.43,103.49,95.13
13.31,89.28,2.81,2.7,1.165,78.22,102.07,94.27
11.75,87.77,2.92,3.15,1.179,78.59,103.13,94.67
11.68,84.48,2.35,3.07,1.171,78.37,102.08,94.56
11.66,87.97,2.22,3.04,1.156,78.19,102.47,93.94
11.9,83.34,2.34,2.75,1.167,78.15,101.98,94.79
12.39,88.13,2.36,2.9,1.153,78.34,102.28,94.17
12.11,85.05,2.56,1.63,1.116,77.81,101.08,93.63
13.23,87.59,3.59,2.54,1.164,78.42,103.15,94.8
12.13,87.27,3.56,2.93,1.202,78.51,103.51,94.98
12.87,85.28,2.35,1.67,1.133,77.9,100.9,93.56
12.17,86.62,3.34,3.02,1.18,78.55,103.45,95.08
12.36,83.54,2.49,3.1,1.179,78.31,102.46,94.97
11.13,85.73,2.24,2.88,1.155,78.13,102.01,94.21
11.92,88.29,3.2,2.19,1.16,78.15,102.21,94.27
11.96,94.94,2.81,2.05,1.133,78.12,101.53,92.82
11.85,87.45,2.96,2.4,1.155,78.15,102.12,94.1
10.71,86.09,2.46,1.52,1.125,77.72,101.08,93.41
12.53,83.66,3.04,1.84,1.149,77.92,101.34,94.56
11.77,88.23,2.36,1.95,1.128,77.79,101.56,93.37
11.74,82.24,2.43,3.06,1.176,78.24,102.34,95.08
11.85,84.13,2.66,2.67,1.175,78.18,102.42,94.9
11.86,86.69,2.22,2.69,1.143,77.97,101.84,94.03
12.24,83.24,3.42,2.25,1.172,78.26,102.51,95.11
11.24,89.3,2.96,3.12,1.166,78.45,103.23,94.5
11.44,88.31,2.58,2.41,1.156,77.9,102.31,94.04
12.17,84.64,3.37,2.11,1.153,78.28,102.31,94.88
12.09,84.67,2.96,1.56,1.136,77.91,101.29,93.83
11.77,82.99,3.29,1.8,1.154,78.01,101.77,94.77
11.66,82.81,2.61,1.9,1.136,77.92,101.85,94.36
11.5,86.88,3.35,2.22,1.175,78.3,102.74,94.67
11.96,87.27,3.68,2.74,1.18,78.54,103.66,95.12
12.71,86.67,2.57,2.08,1.138,77.99,101.5,94.04
11.37,86.48,2.78,1.86,1.144,77.98,100.99,93.97
12.91,84.66,2.95,2.92,1.175,78.44,102.97,95.03
12.51,86.69,3.03,1.8,1.148,77.93,101.2,93.96
11.73,82.65,2.96,1.76,1.141,77.95,101.36,94.63
12.47,85.92,3.37,2.47,1.165,78.39,103.0,94.87
11.12,89.15,3.49,2.59,1.186,78.44,102.87,94.55
10.96,88.82,3.6,1.53,1.153,78.02,101.73,93.37
11.23,84.88,3.24,2.58,1.181,78.34,102.22,95.08
11.75,85.16,3.45,1.89,1.171,78.13,102.35,94.54
11.8,88.94,3.14,1.98,1.15,78.12,102.06,93.91
11.69,89.84,3.41,1.64,1.144,77.96,101.72,93.65
12.06,82.6,2.45,3.2,1.166,78.21,102.75,94.97
10.72,84.96,3.38,1.95,1.152,78.08,101.77,94.62
12.3,86.42,2.7,2.28,1.132,78.08,101.62,94.36
11.15,88.59,2.57,1.75,1.149,78.07,101.17,93.26
11.6,84.05,3.75,1.88,1.17,78.35,102.69,94.88
11.75,87.32,3.4,2.79,1.205,78.57,103.15,94.93
11.31,85.24,3.38,2.05,1.156,78.22,101.97,94.77
11.18,91.15,2.56,2.61,1.162,78.28,101.97,93.6
11.4,86.85,3.79,2.2,1.178,78.42,103.16,94.88
11.99,85.6,2.55,2.41,1.15,78.1,101.71,94.55
12.35,85.16,2.5,2.12,1.151,78.06,101.54,94.09
12.34,88.23,3.38,1.94,1.158,78.09,102.26,94.09
11.4,87.4,2.92,2.66,1.166,78.12,102.37,94.68
11.53,83.51,2.45,1.76,1.132,77.75,101.02,94.01
11.45,86.38,3.62,2.53,1.159,78.56,102.63,94.94
12.27,82.94,3.01,1.7,1.135,78.06,101.35,94.43
10.78,84.23,2.58,1.7,1.125,77.88,101.08,94.09
12.74,83.04,3.05,2.28,1.176,78.18,102.38,94.99
11.71,82.97,2.48,1.68,1.134,77.81,101.26,94.05
11.53,84.38,3.12,1.75,1.154,78.07,101.56,94.46
12.2,83.74,2.22,1.91,1.135,77.75,101.06,93.81
12.62,87.07,3.48,2.68,1.18,78.53,103.09,94.95
12.21,87.66,3.03,1.91,1.165,77.99,101.56,94.06
12.63,85.37,2.95,1.52,1.134,78.01,101.04,93.85
12.08,83.43,2.72,2.36,1.14,78.1,101.96,94.96
12.74,87.68,2.35,2.54,1.156,78.0,101.8,93.75
12.75,81.43,2.91,1.6,1.148,77.9,101.1,94.56
11.94,81.63,2.44,2.38,1.148,77.97,102.39,94.96
12.86,87.51,3.64,1.6,1.159,78.13,102.02,93.96
12.1,87.35,3.1,2.01,1.163,77.98,102.12,94.13
12.05,88.05,2.82,3.16,1.193,78.39,102.92,94.64
11.45,85.42,3.21,2.01,1.162,78.16,102.76,94.65
11.83,83.11,2.92,3.27,1.2,78.53,102.66,95.34
12.47,84.78,3.59,2.27,1.175,78.33,102.65,95.18
11.21,87.15,3.05,2.33,1.181,78.31,102.31,94.46
12.39,84.21,2.44,3.24,1.158,78.21,102.99,94.72
12.21,84.35,2.57,1.89,1.146,77.9,101.26,94.19
12.17,82.82,2.38,3.2,1.171,78.27,102.33,94.91
10.68,83.33,3.66,2.65,1.186,78.51,103.65,95.67
11.94,87.76,3.05,2.55,1.155,78.27,102.68,94.51
12.39,86.91,2.79,3.1,1.187,78.51,102.83,94.71
11.54,83.34,3.09,3.04,1.18,78.47,103.06,95.57
12.05,83.51,3.31,2.72,1.169,78.36,102.92,95.44
10.57,84.66,3.27,2.9,1.176,78.67,103.18,95.46
12.4,87.11,3.5,2.73,1.181,78.49,102.76,95.01
11.6,83.32,2.71,1.97,1.144,77.98,101.55,94.49
12.52,85.53,2.51,3.04,1.159,78.36,102.39,94.71
10.89,81.16,2.98,1.5,1.127,77.86,101.36,94.57
